,prediction_layer,score
0,MLP_8_1,19.66569716206493
1,Linear models,17.54947634929636
2,Random forest models,17.988091681537778
3,XGB models,18.349046585648146
4,SK MLP models,17.553343460648147
,prediction_layer,score
0,MLP_8_2,18.520058205364084
1,Linear models,17.71087864069044
2,Random forest models,18.177799876223066
3,XGB models,18.869445891203704
4,SK MLP models,17.41269675925926
,prediction_layer,score
0,MLP_8_4,18.41432516583302
1,Linear models,17.471354086365015
2,Random forest models,18.03565776992974
3,XGB models,18.680405092592594
4,SK MLP models,17.361725983796298
,prediction_layer,score
0,MLP_16_1,18.568356583353598
1,Linear models,17.302801308841616
2,Random forest models,18.130080122410277
3,XGB models,18.867022569444444
4,SK MLP models,17.101364293981483
,prediction_layer,score
0,MLP_16_2,18.84119199520158
1,Linear models,17.220187059061566
2,Random forest models,17.834548957545707
3,XGB models,18.5528515625
4,SK MLP models,17.12519675925926
,prediction_layer,score
0,MLP_16_4,17.59438929460822
1,Linear models,17.8482517447934
2,Random forest models,17.90016153749815
3,XGB models,18.312006655092592
4,SK MLP models,17.10814670138889
,prediction_layer,score
0,MLP_32_1,18.792615536341135
1,Linear models,17.461257789183875
2,Random forest models,18.43141449290724
3,XGB models,18.821236979166667
4,SK MLP models,17.190570023148148
,prediction_layer,score
0,MLP_32_2,17.86585968707731
1,Linear models,17.288696493213926
2,Random forest models,18.212665671720185
3,XGB models,18.567871817129628
4,SK MLP models,17.127767650462964
,prediction_layer,score
0,MLP_32_4,18.54386238946088
1,Linear models,17.553597946271335
2,Random forest models,18.03772780371055
3,XGB models,18.34082175925926
4,SK MLP models,17.101508969907407
