,prediction_layer,score
0,MLP_8_1,0.5480607082630692
1,Linear models,0.5581787521079258
2,Random forest models,0.627318718381113
3,XGB models,0.6306913996627319
4,SK MLP models,0.5480607082630692
,prediction_layer,score
0,MLP_8_2,0.5480607082630692
1,Linear models,0.5480607082630692
2,Random forest models,0.6644182124789207
3,XGB models,0.627318718381113
4,SK MLP models,0.5801011804384486
,prediction_layer,score
0,MLP_8_4,0.5362563237774031
1,Linear models,0.5480607082630692
2,Random forest models,0.627318718381113
3,XGB models,0.642495784148398
4,SK MLP models,0.5261382799325464
,prediction_layer,score
0,MLP_16_1,0.5345699831365935
1,Linear models,0.5666104553119731
2,Random forest models,0.6492411467116358
3,XGB models,0.612141652613828
4,SK MLP models,0.5851602023608768
,prediction_layer,score
0,MLP_16_2,0.5430016863406408
1,Linear models,0.5413153456998314
2,Random forest models,0.7116357504215851
3,XGB models,0.654300168634064
4,SK MLP models,0.5564924114671164
,prediction_layer,score
0,MLP_16_4,0.4873524451939292
1,Linear models,0.5682967959527825
2,Random forest models,0.6964586846543002
3,XGB models,0.6627318718381113
4,SK MLP models,0.5430016863406408
,prediction_layer,score
0,MLP_32_1,0.5143338954468802
1,Linear models,0.5666104553119731
2,Random forest models,0.6711635750421585
3,XGB models,0.6492411467116358
4,SK MLP models,0.6070826306913997
,prediction_layer,score
0,MLP_32_2,0.5531197301854974
1,Linear models,0.5615514333895447
2,Random forest models,0.6981450252951096
3,XGB models,0.6947723440134908
4,SK MLP models,0.5834738617200674
,prediction_layer,score
0,MLP_32_4,0.551433389544688
1,Linear models,0.5716694772344013
2,Random forest models,0.684654300168634
3,XGB models,0.6610455311973018
4,SK MLP models,0.5598650927487352
