,prediction_layer,score
0,MLP_8_1,0.6322089227421109
1,Linear models,0.6180631120783461
2,Random forest models,0.6517954298150164
3,XGB models,0.6507072905331882
4,SK MLP models,0.6126224156692056
,prediction_layer,score
0,MLP_8_2,0.6289445048966268
1,Linear models,0.6430903155603918
2,Random forest models,0.6550598476605005
3,XGB models,0.6702937976060935
4,SK MLP models,0.6158868335146899
,prediction_layer,score
0,MLP_8_4,0.6267682263329706
1,Linear models,0.6224156692056583
2,Random forest models,0.6561479869423286
3,XGB models,0.6561479869423286
4,SK MLP models,0.6256800870511425
,prediction_layer,score
0,MLP_16_1,0.6311207834602829
1,Linear models,0.6267682263329706
2,Random forest models,0.6507072905331882
3,XGB models,0.6398258977149075
4,SK MLP models,0.6202393906420022
,prediction_layer,score
0,MLP_16_2,0.6213275299238302
1,Linear models,0.6082698585418934
2,Random forest models,0.6561479869423286
3,XGB models,0.6507072905331882
4,SK MLP models,0.5963003264417845
,prediction_layer,score
0,MLP_16_4,0.6224156692056583
1,Linear models,0.6050054406964092
2,Random forest models,0.6561479869423286
3,XGB models,0.6539717083786725
4,SK MLP models,0.6430903155603918
,prediction_layer,score
0,MLP_32_1,0.6256800870511425
1,Linear models,0.6267682263329706
2,Random forest models,0.6539717083786725
3,XGB models,0.6463547334058759
4,SK MLP models,0.6093579978237215
,prediction_layer,score
0,MLP_32_2,0.6289445048966268
1,Linear models,0.6213275299238302
2,Random forest models,0.6583242655059848
3,XGB models,0.6550598476605005
4,SK MLP models,0.6104461371055495
,prediction_layer,score
0,MLP_32_4,0.6202393906420022
1,Linear models,0.6093579978237215
2,Random forest models,0.6398258977149075
3,XGB models,0.6648531011969532
4,SK MLP models,0.6202393906420022
