,prediction_layer,score
0,MLP_8_1,0.3879210220673635
1,Linear models,0.3879210220673635
2,Random forest models,0.34727061556329847
3,XGB models,0.305458768873403
4,SK MLP models,0.3716608594657375
,prediction_layer,score
0,MLP_8_2,0.3879210220673635
1,Linear models,0.37282229965156793
2,Random forest models,0.34610917537746805
3,XGB models,0.33914053426248547
4,SK MLP models,0.3612078977932636
,prediction_layer,score
0,MLP_8_4,0.3879210220673635
1,Linear models,0.3879210220673635
2,Random forest models,0.31126596980255516
3,XGB models,0.3252032520325203
4,SK MLP models,0.3797909407665505
,prediction_layer,score
0,MLP_16_1,0.3879210220673635
1,Linear models,0.3867595818815331
2,Random forest models,0.35772357723577236
3,XGB models,0.36469221835075494
4,SK MLP models,0.3623693379790941
,prediction_layer,score
0,MLP_16_2,0.3879210220673635
1,Linear models,0.3867595818815331
2,Random forest models,0.3519163763066202
3,XGB models,0.29732868757259
4,SK MLP models,0.38095238095238093
,prediction_layer,score
0,MLP_16_4,0.3879210220673635
1,Linear models,0.3879210220673635
2,Random forest models,0.3437862950058072
3,XGB models,0.31126596980255516
4,SK MLP models,0.3797909407665505
,prediction_layer,score
0,MLP_32_1,0.3879210220673635
1,Linear models,0.3635307781649245
2,Random forest models,0.3310104529616725
3,XGB models,0.34494773519163763
4,SK MLP models,0.3635307781649245
,prediction_layer,score
0,MLP_32_2,0.3879210220673635
1,Linear models,0.3832752613240418
2,Random forest models,0.36585365853658536
3,XGB models,0.3333333333333333
4,SK MLP models,0.3623693379790941
,prediction_layer,score
0,MLP_32_4,0.3879210220673635
1,Linear models,0.3879210220673635
2,Random forest models,0.3623693379790941
3,XGB models,0.31126596980255516
4,SK MLP models,0.3252032520325203
