,prediction_layer,score
0,MLP_8_1,0.37630662020905925
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_8_2,0.37630662020905925
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_8_4,0.3681765389082462
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_16_1,0.3786295005807201
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_16_2,0.3797909407665505
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_16_4,0.37746806039488967
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_32_1,0.28339140534262486
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_32_2,0.36585365853658536
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
,prediction_layer,score
0,MLP_32_4,0.37746806039488967
1,Linear models,0.37746806039488967
2,Random forest models,0.3716608594657375
3,XGB models,0.36585365853658536
4,SK MLP models,0.3681765389082462
